YEAR,UPC,DOLLARS,UNITS
2012,00-05-41780-00335,483.64,388
2011,00-01-72600-00471,483.2,193
2012,07-01-64218-60833,482.5,193
2012,07-01-10311-76296,480.78,142
2011,00-01-72700-05461,480.67,210
2011,00-04-28400-00174,479.71,539
2011,06-01-70171-43975,479.34,205
2012,08-01-52772-00133,477.96000000000004,94
2012,00-05-72600-00640,476.19,481
2011,06-01-60629-10041,474.89,111
2011,06-01-60629-10031,474.81,119
2011,00-01-74323-09632,473.85,218
2012,00-02-41780-00112,473.05,191
2011,00-05-41780-00335,472.63,395
2011,00-01-41200-09676,472.33,149
2012,06-04-89423-00105,471.51,819
2011,00-01-30047-30002,471.11,1249
2012,08-01-56651-00203,470.07,233
2012,00-01-73490-13084,467.78999999999996,373
2011,07-01-32626-10020,467.72,257
2012,00-01-41780-02305,467.48,219
2012,00-02-83791-52014,467.28000000000003,472
2011,00-01-30047-53525,466.91,231
2012,00-01-74488-44441,466.71,447
2012,00-02-28400-05661,466.56,198
2011,08-01-55564-00304,466.44,156
2012,07-01-82405-20004,466.13,87
2011,00-02-41780-00276,466.04,315
2012,00-01-77079-00986,465.71000000000004,476
2011,08-01-92397-02006,465.41,159
2012,00-01-21908-81243,463.83,148
2011,00-01-28400-00331,463.3,455
2011,00-01-72700-05387,462.98,220
2012,08-01-52772-00195,461.1,428
2011,88-04-99998-10137,459.55,205
2012,00-01-77817-15995,459.55,441
2012,00-02-74323-07833,459.52,359
2011,00-01-33049-00050,458.93,186
2011,08-01-40762-04427,458.82,407
2012,07-01-57528-00886,458.24,358
2011,07-01-10311-76295,457.37,163
2011,08-01-59215-00200,454.8,120
2012,00-01-64144-10070,452.97,136
2012,88-01-99998-84328,451.13,197
2012,00-01-72600-00154,450.93,143
2011,00-01-41200-09677,450.15,138
2012,07-03-24453-37110,450.0,180
2012,08-01-29515-30147,449.68,132
2011,00-01-28400-04543,449.64,426
2012,00-01-16000-12609,448.13,452
2011,00-02-72600-00182,447.46,129
2011,88-04-99998-09753,444.14,251
2012,08-01-92397-00004,442.89,171
2012,07-01-10069-00455,442.3,240
2011,08-01-92773-00071,442.17,154
2011,00-02-28400-07859,440.55,445
2012,07-01-05105-68833,439.56,44
2011,00-02-41780-01317,438.26,134
2011,00-01-37000-12832,438.09,121
2011,88-04-99998-10242,438.06,188
2011,00-01-72600-01634,437.58,442
2011,00-01-79227-08881,436.63,217
2012,08-01-53762-00232,436.24,222
2011,00-07-41780-00021,435.96,1312
2011,00-01-15839-00826,435.84000000000003,131
2012,08-01-16979-01005,435.13,147
2011,00-01-41780-04206,434.82,167
2011,00-01-72600-00642,434.61,439
2012,07-01-64218-60835,432.37,172
2011,00-01-72600-00469,432.1,450
2012,06-01-78108-17107,432.07,333
2011,00-05-72600-00096,431.51,425
2012,00-01-90997-66420,431.15000000000003,465
2011,00-02-73046-10050,430.93,418
2011,07-01-90429-23068,430.56000000000006,144
2011,88-01-99998-84456,430.28999999999996,331
2011,07-01-57528-00113,429.96,360
2012,00-02-28400-08321,429.85,112
2011,06-01-34129-20729,429.66,434
2011,00-05-72600-00640,429.3,434
2011,07-02-55355-00513,429.14,86
2012,08-01-92295-00302,428.71000000000004,179
2011,00-01-41780-04005,428.6,89
2012,08-01-92397-02006,427.57000000000005,143
2012,00-01-27000-52325,427.21,431
2012,00-01-27000-52324,427.2,431
2011,00-01-77975-08245,426.21000000000004,154
2011,08-01-43571-00221,426.0,130
2011,88-01-99998-83651,425.86,214
2011,00-03-72600-00622,425.59000000000003,1241
2012,07-03-54918-08166,425.51,123
2012,08-01-16979-01004,425.16,144
2011,88-04-99998-09709,424.99,201
2011,07-01-57528-00318,424.11,199
2012,07-01-57528-00870,423.64,178
2012,00-01-84114-10006,423.1,169
2011,08-01-91672-00003,422.96999999999997,213
2011,00-01-41200-09675,422.84,133
2012,00-01-77817-25300,422.68,1264
2012,00-01-72600-09605,419.89,211
2012,00-02-00901-00001,419.79,201
2012,07-04-23246-00104,418.95000000000005,105
2012,00-02-72600-00772,418.58,323
2011,88-01-99998-85205,418.45,155
2012,00-01-77817-14040,417.71,1250
2011,88-04-99998-10773,415.91,250
2011,08-01-55564-00303,415.61,139
2011,00-01-41780-09005,414.9,461
2011,00-02-81084-00008,414.89,1199
2011,00-01-72600-00813,414.86,1205
2012,07-01-28229-01301,414.75,283
2011,00-01-41262-27683,414.71999999999997,429
2012,00-07-41780-00271,414.69,153
2011,00-01-77544-16254,413.86,144
2011,00-04-72600-00001,413.82,418
2011,08-01-56435-00137,413.8,142
2012,00-02-72600-01727,413.46999999999997,324
2012,00-01-72700-05386,413.22,208
2012,88-01-99998-83863,413.08000000000004,105
2011,08-01-54615-00212,412.99,51
2012,06-01-04183-18050,412.24,146
2012,00-01-30047-11224,411.84,1056
2012,07-01-28028-02318,411.75,395
2012,00-01-21908-81244,411.29,141
2012,00-01-77975-08973,410.85,415
2011,00-01-28400-01199,409.86,414
2012,00-01-28400-08310,409.11,88
2011,07-01-82405-20002,408.72,78
2012,08-01-98547-00183,408.03000000000003,137
2012,00-02-41780-00133,408.0,544
2011,01-01-81972-00050,407.88,412
2011,00-01-28400-08349,407.17,147
2011,07-02-55355-00508,406.32,111
2012,08-01-13551-00122,405.87,103
2012,00-03-52235-91711,405.71999999999997,108
2012,00-01-41419-30081,405.25,204
2011,00-04-81084-00007,404.14,1136
2012,00-06-28400-00368,403.5,783
2012,08-01-53762-00207,403.42,142
2012,00-01-30047-30003,403.26,1034
2011,00-02-84114-00994,403.02,151
2012,00-01-28400-08070,402.87,378
2012,00-01-41262-27181,402.5,805
2011,00-03-77817-16270,402.33,157
2012,00-01-37000-12832,402.21,109
2011,00-04-77817-23462,401.76,402
2012,00-03-72600-00660,401.4,395
2011,00-01-45764-27121,401.33,67
2011,00-01-90997-66040,401.27,163
2011,88-05-99998-13173,401.09,192
2011,00-03-72600-00183,399.97,113
2011,00-01-72600-01604,398.85,149
2011,00-02-72600-00243,398.43,403
2011,00-01-48564-08700,398.16,124
2012,00-01-73046-10090,397.46,334
2012,08-01-40762-04427,396.48,347
2012,00-04-41780-00304,396.0,400
2011,00-01-28400-08070,395.77000000000004,393
2011,88-01-99998-85937,394.85,265
2011,06-01-70171-43454,394.73,163
2011,00-02-76784-00412,392.94,666
2012,08-01-91672-00005,392.77,198
2011,00-01-72600-10589,392.55,124
2012,07-02-28229-01280,389.22,78
2012,07-01-55355-10102,388.59000000000003,152
2011,08-01-53762-00211,388.01,141
2011,00-01-72600-00458,387.09,391
2011,88-01-99998-85161,387.02,238
2012,00-05-77817-16600,386.45,135
2011,00-01-24335-21116,385.94,96
2011,00-02-41200-07400,385.85,110
2011,08-01-92295-00302,385.81,192
2011,00-02-41780-01125,385.61,387
2011,00-02-85836-06004,385.29,153
2011,00-01-71026-00031,384.91999999999996,138
2011,00-02-72600-00583,384.24,205
2012,08-01-53762-00211,383.17,135
2012,00-02-24335-21126,382.61,89
2012,00-02-70617-00079,381.37,153
2012,08-01-39451-00205,381.35,75
2012,00-02-41262-28185,381.15000000000003,385
2012,00-01-28400-08929,380.91,351
2011,00-02-15665-17982,379.65999999999997,317
2011,08-01-54137-00043,379.24,76
2011,88-01-99998-85018,379.05,95
2011,88-01-99998-84762,377.51,193
2011,07-01-55355-00820,377.46000000000004,133
2012,07-01-28229-01294,377.31,79
2011,00-02-24335-21126,377.3,90
2011,00-01-71169-87182,376.5,51
2011,88-04-99998-09617,376.21,179
2012,00-01-72600-03305,376.2,380
2011,08-01-50668-00089,376.02000000000004,156
2012,00-01-28400-09747,375.51,359
2011,08-02-98992-00198,375.28,132
2011,88-01-99998-85025,374.79,231
2012,00-01-96786-20362,374.64,223
2012,00-07-41780-00021,372.48,1128
2011,07-01-08163-21405,372.40000000000003,184
2011,00-02-15839-00847,372.2,110
2011,00-01-41262-27649,372.08,378
2011,00-04-72600-00061,370.26,374
2011,00-02-30047-85113,369.99,129
2012,00-01-77507-06190,369.81,119
2011,07-01-10311-76296,369.51,129
2012,00-06-32797-00887,369.13,261
2011,00-01-64777-80051,368.28000000000003,124
2011,00-01-77817-13090,367.84,132
2012,88-01-99998-85779,367.83,177
2012,88-01-99998-85106,367.74,206
2011,00-01-73497-00425,367.13,150
2011,07-01-57528-00311,367.03,308
2011,00-01-70110-05116,366.45000000000005,105
2011,08-01-50668-00041,366.23,317
2012,00-01-27393-00967,365.71000000000004,129
2011,00-02-84114-00998,365.19,111
2012,00-01-72600-05502,364.97,106
2012,00-03-41780-00148,364.19,145
2011,00-01-32355-00110,364.18,262
2011,88-05-99998-66989,363.48,52
2012,00-02-72600-00463,363.33,367
2011,00-01-41200-09673,362.34,117
2011,08-02-98992-00124,362.02,118
2012,00-03-73046-10095,361.76,304
2012,00-01-28400-02695,361.04,336
2011,00-01-72600-00314,360.36,364
2012,88-01-99998-85340,359.16,164
2012,00-02-30047-80022,356.73,205
2012,07-01-10342-56010,356.32,120
2012,08-01-59215-00200,356.26,94
2011,00-01-32797-00575,354.21999999999997,178
2011,00-01-84114-11743,353.4,312
2011,00-01-72600-01815,352.94,143
2011,06-01-70171-43915,352.88,146
2011,00-01-72700-05386,352.35,171
2011,00-02-77975-08825,351.68,112
2011,00-03-77817-23569,351.64,352
2011,00-01-16000-42665,351.5,349
2011,07-01-24923-45700,351.18,82
2011,88-05-99998-13221,350.66,225
2011,00-01-77544-84900,350.64,431
2012,01-01-80999-00047,350.51,141
2012,00-01-72700-05387,350.4,178
2012,08-01-91672-00004,350.24,176
2012,00-01-25675-88088,350.23,160
2011,06-01-13008-71490,349.96999999999997,237
2012,00-01-37000-50777,349.92,48
2012,00-01-28400-02830,349.69,275
2011,00-01-83791-55017,349.62,142
2011,88-01-99998-85125,349.48,92
2012,00-02-43427-11117,349.1,404
2011,88-01-99998-85486,348.94,146
2011,07-01-32494-00052,348.90000000000003,118
2012,00-01-72600-01634,348.48,352
2011,88-04-99998-09695,348.25,175
2011,00-01-30047-20018,347.91,159
2012,00-01-83791-51061,345.51,349
2012,00-01-76784-00495,345.21,129
2011,07-02-10311-50811,344.97,123
2012,08-01-93594-00297,344.77,23
2012,00-01-28400-08755,344.43,387
2011,00-01-77975-08768,343.55,117
2012,00-06-43427-18119,343.3,364
2012,00-04-72600-00002,342.54,346
2011,00-01-28400-03882,342.31,115
2012,08-01-04345-00420,342.28,172
2012,07-01-64218-60838,341.58,136
2012,00-01-32355-00110,340.59,241
2011,88-01-99998-83676,339.76,155
2011,00-01-71146-31111,339.32,198
2012,00-01-84114-11338,338.9,288
2011,00-01-28558-12131,338.87,113
2012,00-04-72600-00095,338.61,334
2012,07-01-57528-00881,337.92,264
2012,00-02-84114-03320,336.97,281
2011,00-02-72600-00160,336.6,340
2011,07-01-58259-00145,336.6,340
2012,00-01-30047-20028,335.8,140
2012,00-04-72600-00563,335.77,325
2011,88-01-99998-84801,334.44,169
2011,00-01-43427-18115,334.42,148
2012,00-01-41780-03168,334.28000000000003,151
2011,00-01-76784-00495,334.10999999999996,129
2011,00-01-72600-00272,333.72,339
2012,00-02-28400-09753,333.24,306
2011,00-02-30047-53301,332.35,905
2011,00-01-25675-88088,332.14,150
2012,08-01-53522-00082,331.53,107
2011,00-04-72600-00571,331.29,335
2012,00-01-43427-18115,331.2,149
2011,00-02-76784-00413,331.12,128
2012,00-05-41780-00251,330.99,1003
2012,00-01-72600-00642,330.66,334
2012,00-02-72600-00493,330.66,334
2012,00-02-41262-27436,330.0,660
2011,00-01-49508-00640,329.67,33
2012,00-01-27393-00361,328.89,211
2011,00-02-24335-01420,328.88,142
2012,08-01-98403-00204,328.05,94
2012,07-01-57528-00880,327.68,256
2012,00-01-77975-08890,327.0,109
2012,00-02-43427-18120,326.61,359
2012,00-01-41780-01354,325.49,51
2011,00-01-43427-00470,325.33,190
2011,00-02-72600-00076,325.09,175
2011,00-01-28400-08759,324.5,649
2011,00-01-28400-08036,324.46,328
2012,00-01-40032-12658,324.4,113
2012,00-01-15665-50220,324.02000000000004,113
2011,00-01-85229-10050,323.92,88
2011,00-01-30047-53535,323.68,150
2011,07-04-54918-08128,322.56,44
2012,00-01-37000-18503,322.53999999999996,531
2011,00-01-32355-00111,322.48,232
2012,08-01-16979-01006,322.31,109
2012,07-01-10311-76295,322.12,108
2011,00-01-70271-00638,322.11,976
2012,07-02-10311-50811,320.83000000000004,107
2012,00-01-72600-00401,319.96,923
2012,07-01-57645-00870,319.82,127
2011,00-02-72600-00222,319.77,323
2012,00-01-72600-00192,319.77,323
2011,00-03-72600-00985,318.78000000000003,322
2011,88-01-99998-84672,318.75,145
2012,00-03-83791-02001,318.34000000000003,356
2011,00-01-84114-11551,317.51,267
2012,07-01-28229-01452,317.48,92
2012,08-01-98992-00100,317.2,107
2012,00-01-48564-08700,317.15999999999997,118
2012,00-01-74323-03351,316.53999999999996,133
2011,88-01-99998-84621,316.5,211
2012,00-01-30047-20018,316.49,136
2011,00-01-74323-03159,316.26,264
2011,00-01-72600-00753,315.81,319
2011,06-03-89423-00104,315.41,568
2011,08-01-91803-00176,315.31,149
2012,00-01-79927-16011,315.27,113
2012,08-01-10697-01112,314.87,86
2012,00-04-72600-00964,314.82,318
2011,00-09-32797-00886,314.32,88
2012,00-01-74488-44442,313.86,297
2012,00-02-76784-00412,313.56,624
2011,07-01-28229-67899,313.39,75
2011,00-01-32797-00577,313.37,796
2011,00-01-15839-00942,312.87,113
2011,06-01-34129-20718,311.67,315
2012,00-01-30047-53525,311.51,151
2012,00-01-41780-01196,311.48,52
2012,00-01-24335-21116,311.17,73
2011,00-01-74323-03346,311.1,260
2012,00-02-72600-00482,310.86,314
2011,00-01-72600-00525,310.28000000000003,314
2011,00-01-28400-00813,309.6,240
2012,88-01-99998-86054,309.49,186
2012,00-01-72600-00575,308.33,899
2012,00-03-41780-00369,307.89,311
2012,08-01-29739-00055,307.5,50
2012,08-01-14226-01072,307.42,98
2012,00-01-71146-31111,305.12,178
2011,00-01-77817-11860,305.1,93
2012,08-01-43571-00223,304.92,88
2011,00-01-27393-00634,304.63,199
2011,07-01-10069-00455,304.41,139
2012,00-01-72600-00813,304.02,877
2011,88-01-99998-85596,303.92,155
2011,00-05-41780-00251,303.6,920
2011,88-01-99998-85022,303.23,187
2011,00-02-77975-08820,302.89,96
2012,00-01-30047-11214,302.28,132
2011,07-01-10069-00456,302.22,138
2012,07-01-57528-00889,302.08,236
2012,00-01-28400-07913,302.01,289
2011,00-02-43427-18114,301.72,128
2012,00-09-28400-00963,301.6,236
2011,00-01-74323-05800,299.9,251
2011,88-01-99998-85755,299.65999999999997,302
2011,00-01-37000-18503,298.39,492
2012,08-01-53522-00081,297.97,88
2011,00-01-43427-00471,297.58,150
2012,00-01-77948-00903,296.0,153
2012,08-01-29515-30281,295.13,87
2011,00-06-43427-18119,294.69,285
2011,06-01-81170-00305,294.51,109
2011,00-01-30047-30003,294.41,774
2011,00-01-72600-01304,294.12,82
2011,00-01-72600-10297,294.03,297
2012,00-01-84114-12395,293.16,84
2012,00-01-72600-01594,293.02000000000004,98
2011,07-01-57528-00114,292.88,131
2011,00-01-32797-00676,292.48,845
2012,00-02-96459-10532,292.05,295
2012,00-02-72600-00530,291.27,73
2011,88-01-99998-84611,291.0,194
2011,07-01-82405-20004,290.93,57
2012,06-02-04183-18070,290.46,104
2011,00-08-32797-00890,290.19,81
2011,08-01-56856-00103,290.0,116
2012,00-01-77507-06189,289.65000000000003,98
2011,00-02-41262-27090,288.95,578
2011,00-02-30047-30005,288.44,588
2011,00-01-72600-00751,288.31,288
2012,00-01-41331-04916,288.06,144
2012,07-01-57528-00873,287.98,121
2011,00-03-15839-00841,287.72,92
2011,88-01-99998-85050,287.57,193
2011,00-01-11594-40503,286.84,144
2012,00-01-72600-00637,285.12,288
2011,01-01-82363-00028,285.01,89
2012,00-01-83791-02014,285.0,320
2011,00-01-74323-09626,284.96,240
2012,06-01-47671-31012,284.88,77
2011,00-01-27393-00980,284.74,184
2012,00-03-83791-02004,284.21,319
2012,00-02-41262-27090,284.0,568
2012,07-01-28229-78920,283.95,225
2011,00-05-41780-00391,283.47,859
2012,00-02-76784-00203,282.92,635
2012,00-01-43427-00470,282.71,171
2012,00-01-77817-13064,282.03,844
2011,08-01-39451-00204,281.15999999999997,69
2012,00-02-76784-00413,280.71,109
2011,00-01-71169-87126,280.63,37
2011,00-02-70617-00079,280.38,122
2011,00-02-76784-00203,278.33,584
2012,07-01-12276-10055,278.19,281
2012,08-01-93708-00100,278.03999999999996,146
2011,00-03-28400-02583,277.36,274
2012,00-01-11594-40503,276.61,139
2012,00-03-41780-00303,276.21,159
2011,00-02-28400-04606,275.9,310
2011,00-01-28400-08762,275.82,567
2012,00-01-74488-44443,275.56,271
2011,07-01-32494-00060,275.46000000000004,100
2011,07-01-28229-01370,274.79,61
2012,00-02-28400-01227,274.5,549
2011,00-05-32797-00887,274.21,179
2011,00-01-30047-80032,274.02,155
2011,00-01-96786-20362,273.84,163
2012,08-01-53762-00203,272.16,97
2011,00-01-72600-00290,272.05,275
2011,07-01-28229-01362,271.14,78
2011,00-02-70617-00062,271.13,117
2011,00-01-41780-00323,271.04,363
2012,00-01-72600-00752,269.5,253
2012,00-01-72600-00396,269.49,86
2012,00-01-72600-00290,269.28000000000003,272
2011,00-05-10311-19609,269.08,72
2011,07-01-28229-01391,268.82,110
2012,88-01-99998-83813,268.74,131
2012,08-01-98992-00132,268.28000000000003,88
2011,00-01-41780-04085,268.24,56
2012,00-01-72600-00314,267.41,270
2012,00-03-72600-00967,267.3,270
2012,00-01-28400-07891,267.13,247
2012,00-01-27393-00622,266.67,162
2012,08-01-16979-01002,266.56,240
2012,08-01-43571-00432,266.34000000000003,76
2011,00-01-24335-01410,264.93,47
2011,00-01-73731-08405,264.76,74
2012,00-01-84114-11717,264.47,53
2012,08-01-16979-01007,263.91,89
2011,08-01-91803-00117,263.12,88
2012,00-07-28400-02233,263.12,88
2012,07-01-57528-00882,262.4,205
2012,00-01-72600-01214,262.35,265
2012,00-04-77028-10570,262.27,133
2012,08-01-33482-00919,260.84000000000003,66
2011,00-01-36593-03303,260.69,71
2012,08-01-29739-00054,260.58,42
2011,08-01-91803-00115,260.13,87
2012,07-01-90429-23068,260.13,87
2011,00-03-41780-00314,260.12,264
2012,88-01-99998-85739,259.83,57
2012,00-02-70617-00075,259.75,105
2011,00-01-30047-20028,259.6,120
2011,00-01-64144-10215,259.5,173
2012,00-01-41780-02037,258.0,129
2011,07-02-54918-08165,258.0,40
2012,00-03-15665-22060,257.57,203
2012,08-01-16979-01000,257.45,242
2012,00-01-26200-47134,257.4,260
2012,00-01-36593-03201,256.55,85
2011,08-01-98992-00100,255.99,95
2011,00-01-20685-00018,255.5,1022
2011,00-01-13562-30348,255.42000000000002,78
2011,00-02-72600-00772,255.29,227
2011,00-01-83791-55009,255.26999999999998,120
2012,06-03-89423-00104,255.07999999999998,445
2012,00-01-28400-04741,254.19,111
2012,00-01-30047-80032,253.72,145
2011,88-01-99998-85499,253.48,101
2012,01-02-80999-00010,253.22,76
2012,00-01-77028-10548,252.45,55
2011,07-01-57528-00336,251.84,208
2012,06-01-09722-79837,251.45999999999998,254
2012,00-01-30047-53535,251.2,114
2012,00-01-83791-55019,251.03,151
2012,00-05-10311-19609,250.92000000000002,58
2011,00-01-18195-70760,250.58,106
2012,07-01-57645-00860,250.22,95
2012,00-01-79927-11010,250.17,93
2011,88-01-99998-84931,250.0,100
2011,00-01-16000-41746,249.5,250
2012,08-01-54615-00235,248.78,42
2011,00-01-32797-00675,248.03,723
2011,88-01-99998-85236,247.29000000000002,51
2012,00-01-10311-19608,246.87,57
2011,08-01-43571-00223,246.05,75
2011,00-07-72600-00097,245.47,224
2012,08-01-54615-00207,245.31,39
2011,00-02-77975-08823,245.15,76
2012,00-01-72600-00272,244.53,247
2012,07-01-58259-00145,244.53,247
2011,00-02-41262-27075,244.0,488
2012,08-01-16979-01001,243.12,220
2012,07-01-57528-00869,242.81,103
2011,00-01-37000-23516,242.78,140
2011,00-01-30047-53202,241.52,128
2012,00-01-75119-64724,240.79,121
2012,08-01-50668-00051,240.37,207
2012,00-01-27393-00634,240.11,143
2011,08-02-99788-00303,239.52,48
2011,00-04-77028-10570,239.42999999999998,127
2011,07-04-23246-00104,239.4,60
2011,00-01-85836-07011,239.03,241
2011,08-01-56651-00203,238.85999999999999,122
2012,00-03-41780-00124,238.59,241
2012,00-01-83791-52051,237.7,241
2012,00-01-83791-72001,237.63,267
2012,00-01-72600-00753,237.6,240
2012,00-01-79927-11012,237.41,89
2011,00-02-15839-00600,237.32999999999998,187
2012,00-01-75070-10534,237.26,50
2012,00-01-32355-00111,236.54,166
2011,00-02-44000-02518,236.13,636
2012,07-01-57528-00318,235.62,99
2011,00-01-15839-00944,234.69000000000003,81
2012,07-01-64218-60837,234.61,91
2011,06-01-58555-40009,234.57,63
2011,88-01-99998-85294,234.49,117
2011,88-01-99998-83652,234.02999999999997,87
2012,00-01-77817-16638,234.0,700
2012,00-04-32797-00899,233.78,37
2011,07-01-24923-45500,233.46,54
2011,00-01-41419-16285,233.24,127
2012,00-05-41780-00385,232.98000000000002,65
2011,00-01-41262-28138,231.99,249
2012,06-01-60629-10051,231.94,56
2012,08-01-16979-01003,231.9,218
2012,00-01-94922-06382,231.71,29
2011,00-01-77975-08903,231.54000000000002,105
2012,08-01-50668-00047,231.36,194
2012,08-01-54137-00043,231.14000000000001,46
2011,08-01-98547-00199,230.67000000000002,33
2011,00-01-64777-80045,230.49,117
2012,08-01-52834-00203,230.4,70
2011,00-09-43427-18103,230.34,66
2012,00-05-72600-00061,229.68,232
2012,08-01-91056-00071,229.54000000000002,46
2011,08-01-99788-00347,229.54,46
2012,00-03-77817-16090,229.45,686
2012,00-02-41262-27075,229.0,458
2011,08-01-10487-00353,228.64,146
2011,00-01-13562-32017,228.43,57
2011,00-02-19631-00104,228.15,135
2012,00-01-82666-70000,228.14,213
2011,00-03-72600-00967,227.70000000000002,230
